ID,name,Food Group,Calories,Fat (g),Protein (g),Carbohydrate (g),Sugars (g),Fiber (g),Cholesterol (mg),Saturated Fats (g),Calcium (mg),"Iron, Fe (mg)","Potassium, K (mg)",Magnesium (mg),"Vitamin A, IU (IU)","Vitamin A, RAE (mcg)",Vitamin C (mg),Vitamin B-12 (mcg),Vitamin D (mcg),Vitamin E (Alpha-Tocopherol) (mg),Added Sugar (g),Net-Carbs (g),Water (g),Omega 3s (mg),Omega 6s (mg),PRAL score,Trans Fatty Acids (g),Soluble Fiber (g),Insoluble Fiber (g),Sucrose (g),Glucose (Dextrose) (g),Fructose (g),Lactose (g),Maltose (g),Galactose (g),Starch (g),Total sugar alcohols (g),"Phosphorus, P (mg)",Sodium (mg),"Zinc, Zn (mg)","Copper, Cu (mg)",Manganese (mg),"Selenium, Se (mcg)","Fluoride, F (mcg)",Molybdenum (mcg),Chlorine (mg),Thiamin (B1) (mg),Riboflavin (B2) (mg),Niacin (B3) (mg),Pantothenic acid (B5) (mg),Vitamin B6 (mg),Biotin (B7) (mcg),Folate (B9) (mcg),Folic acid (mcg),Food Folate (mcg),Folate DFE (mcg),Choline (mg),Betaine (mg),Retinol (mcg),"Carotene, beta (mcg)","Carotene, alpha (mcg)",Lycopene (mcg),Lutein + Zeaxanthin (mcg),Vitamin D2 (ergocalciferol) (mcg),Vitamin D3 (cholecalciferol) (mcg),Vitamin D (IU) (IU),Vitamin K (mcg),Dihydrophylloquinone (mcg),Menaquinone-4 (mcg),"Fatty acids, total monounsaturated (mg)","Fatty acids, total polyunsaturated (mg)","18:3 n-3 c,c,c (ALA) (mg)",20:5 n-3 (EPA) (mg),22:5 n-3 (DPA) (mg),22:6 n-3 (DHA) (mg),Tryptophan (mg),Threonine (mg),Isoleucine (mg),Leucine (mg),Lysine (mg),Methionine (mg),Cystine (mg),Phenylalanine (mg),Tyrosine (mg),Valine (mg),Arginine (mg),Histidine (mg),Alanine (mg),Aspartic acid (mg),Glutamic acid (mg),Glycine (mg),Proline (mg),Serine (mg),Hydroxyproline (mg),Alcohol (g),Caffeine (mg),Theobromine (mg),Serving Weight 1 (g),Serving Description 1 (g),Serving Weight 2 (g),Serving Description 2 (g),Serving Weight 3 (g),Serving Description 3 (g),Serving Weight 4 (g),Serving Description 4 (g),Serving Weight 5 (g),Serving Description 5 (g),Serving Weight 6 (g),Serving Description 6 (g),Serving Weight 7 (g),Serving Description 7 (g),Serving Weight 8 (g),Serving Description 8 (g),Serving Weight 9 (g),Serving Description 9 (g),200 Calorie Weight (g)
169837,Restaurant Family Style Chicken Fingers From Kids Menu,Restaurant Foods,307.0,17.45,18.68,18.77,0.33,1.1,46.0,3.199,21.0,0.76,322.0,29.0,31.0,5.0,,0.13,,1.47,,17.67,42.17,977.0,8015.0,12.645,0.131,,,0.03,0.24,0.0,0.0,0.01,0.0,18.01,,306.0,809.0,0.67,0.068,0.254,20.0,,,,0.098,0.166,7.628,1.558,0.453,,7.0,,7.0,,,,4.0,9.0,0.0,2.0,58.0,,,,28.0,0.2,6.9,3962.0,9013.0,969.0,1.0,3.0,3.0,213.0,602.0,933.0,1594.0,1844.0,519.0,260.0,778.0,534.0,1022.0,1271.0,733.0,1052.0,1583.0,3395.0,862.0,1204.0,694.0,22.0,,,,114.0,1 serving,37.0,1 piece,,,,,,,,,,,,,,,65.147
169847,Restaurant Family Style Chicken Tenders,Restaurant Foods,302.0,16.63,18.88,19.29,0.24,0.9,46.0,2.946,18.0,0.74,324.0,29.0,44.0,7.0,,0.13,,1.39,,18.39,42.3,642.0,7274.0,12.407,0.133,,,0.05,0.17,0.0,0.0,0.03,0.0,17.99,,297.0,800.0,0.68,0.067,0.245,19.7,,,,0.097,0.166,7.76,1.511,0.479,,11.0,,11.0,,,,6.0,11.0,0.0,1.0,68.0,,,,,,,3865.0,7935.0,635.0,0.0,3.0,3.0,209.0,595.0,876.0,1537.0,1903.0,507.0,247.0,745.0,527.0,947.0,1236.0,706.0,996.0,1473.0,3228.0,828.0,1178.0,674.0,12.0,,,,201.0,1 serving,,,,,,,,,,,,,,,,,66.225
169869,Peanut Butter Reduced Sodium,Beans and Lentils,590.0,49.9,24.0,21.83,9.29,6.6,0.0,7.716,41.0,1.9,747.0,159.0,0.0,0.0,0.0,0.0,0.0,9.05,,15.23,1.1,78.0,14098.0,3.013,,,,,,,,,,,,317.0,203.0,2.78,0.515,,7.5,,,,0.12,0.11,13.69,,0.45,,92.0,0.0,92.0,92.0,63.5,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.6,,,23582.0,14363.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,16.0,1 tbsp,,,,,,,,,,,,,,,,,33.898
169893,Bacon Bits Meatless,Beans and Lentils,476.0,25.9,32.0,28.6,0.0,10.2,0.0,4.055,101.0,0.72,145.0,95.0,0.0,0.0,1.9,1.2,0.0,6.9,,18.4,8.0,1479.0,12070.0,16.838,,,,,,,,,,,,217.0,1770.0,1.87,0.539,,7.4,,,,0.6,0.07,1.6,,0.08,,127.0,0.0,127.0,127.0,134.8,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,6225.0,13548.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,7.0,1 tbsp,,,,,,,,,,,,,,,,,42.017
170148,Hemp Seeds,Nuts and Seeds,553.0,48.75,31.56,8.67,1.5,4.0,0.0,4.6,70.0,7.95,1200.0,700.0,11.0,1.0,0.5,,,0.8,,4.67,4.96,9301.0,29001.0,31.874,0.0,,,0.85,0.2,0.31,0.07,0.07,,,,1650.0,5.0,9.9,1.6,7.6,,,,,1.275,0.285,9.2,,0.6,,110.0,0.0,110.0,110.0,,,,7.0,,,,,,,,,,5400.0,38100.0,8684.0,,,,369.0,1269.0,1286.0,2163.0,1276.0,933.0,672.0,1447.0,1263.0,1777.0,4550.0,969.0,1528.0,3662.0,6269.0,1611.0,1597.0,1713.0,,,,,30.0,3 tbsp,,,,,,,,,,,,,,,28.4,1oz,36.166
170150,Seeds Sesame Seeds Whole Dried,Nuts and Seeds,573.0,49.67,17.73,23.45,0.3,11.8,0.0,6.957,975.0,14.55,468.0,351.0,9.0,0.0,0.0,0.0,0.0,0.25,,11.65,4.69,376.0,21375.0,0.18,,,,,,,,,,,,629.0,11.0,7.75,4.082,2.46,34.4,,,,0.791,0.247,4.515,0.05,0.79,,97.0,0.0,97.0,97.0,25.6,,0.0,5.0,0.0,0.0,0.0,,,0.0,0.0,,,18759.0,21773.0,,0.0,0.0,0.0,388.0,736.0,763.0,1358.0,569.0,586.0,358.0,940.0,743.0,990.0,2630.0,522.0,927.0,1646.0,3955.0,1215.0,810.0,967.0,,0.0,0.0,0.0,144.0,1 cup,9.0,1 tbsp,,,,,,,,,,,,,,,34.904
170151,Sesame Seeds (Toasted),Nuts and Seeds,565.0,48.0,16.96,25.74,,14.0,0.0,6.722,989.0,14.76,475.0,356.0,9.0,0.0,0.0,0.0,0.0,,,11.74,3.3,363.0,20654.0,-0.326,,,,,,,,,,,,638.0,11.0,7.16,2.47,2.496,34.4,,,,0.803,0.251,4.581,0.051,0.802,,98.0,0.0,98.0,98.0,,,0.0,,,,,,,0.0,,,,18127.0,21039.0,,,,,371.0,704.0,730.0,1299.0,544.0,560.0,342.0,899.0,710.0,947.0,2515.0,499.0,886.0,1574.0,3782.0,1162.0,774.0,925.0,,,,,28.4,1 oz,,,,,,,,,,,,,,,,,35.398
170152,Seeds Sesame Seed Kernels Toasted Without Salt Added (Decorticated),Nuts and Seeds,567.0,48.0,16.96,26.04,0.48,16.9,0.0,6.722,131.0,7.78,406.0,346.0,66.0,3.0,0.0,0.0,0.0,0.25,,9.14,5.0,363.0,20654.0,17.579,,,,,,,,,,,,774.0,39.0,10.23,1.457,1.427,34.4,,,,1.205,0.466,5.438,0.68,0.146,,96.0,0.0,96.0,96.0,25.6,,0.0,40.0,0.0,0.0,0.0,,,0.0,0.0,,,18127.0,21039.0,,0.0,0.0,0.0,371.0,704.0,730.0,1299.0,544.0,560.0,342.0,899.0,710.0,947.0,2515.0,499.0,886.0,1574.0,3782.0,1162.0,774.0,925.0,,0.0,0.0,0.0,128.0,1 cup,28.4,1 oz,,,,,,,,,,,,,,,35.273
170153,Seeds Sesame Flour Partially Defatted,Nuts and Seeds,382.0,11.89,40.32,35.14,,,0.0,1.634,150.0,14.3,425.0,362.0,69.0,3.0,0.0,0.0,0.0,,,35.14,6.61,88.0,5019.0,29.289,,,,,,,,,,,,810.0,41.0,10.7,1.432,1.403,,,,,2.53,0.27,12.6,2.76,0.152,,29.0,0.0,29.0,29.0,,,0.0,,,,,,,0.0,,,,4405.0,5113.0,,,,,882.0,1674.0,1734.0,3088.0,1293.0,1331.0,814.0,2138.0,1689.0,2252.0,5979.0,1187.0,2107.0,3743.0,8991.0,2761.0,1841.0,2198.0,,,,,28.4,1 oz,,,,,,,,,,,,,,,,,52.356
170154,Seeds Sunflower Seed Kernels Toasted Without Salt,Nuts and Seeds,619.0,56.8,17.21,20.59,,11.5,0.0,5.953,57.0,6.81,491.0,129.0,0.0,0.0,1.4,0.0,0.0,,,9.09,1.0,79.0,37390.0,36.785,,,,,,,,,,,,1158.0,3.0,5.3,1.834,2.114,,,,,0.325,0.285,4.198,7.056,0.805,,238.0,0.0,238.0,238.0,,,0.0,,,,,,,0.0,,,,10841.0,37507.0,,,,,263.0,702.0,861.0,1254.0,708.0,374.0,341.0,883.0,503.0,994.0,1816.0,477.0,844.0,1848.0,4216.0,1104.0,893.0,812.0,,,,,134.0,1 cup,28.4,1 oz,,,,,,,,,,,,,,,32.31
170155,Seeds Sunflower Seed Butter Without Salt,Nuts and Seeds,617.0,55.2,17.28,23.32,10.54,5.7,0.0,4.678,64.0,4.12,576.0,311.0,52.0,,2.7,0.0,0.0,22.89,,17.62,0.62,51.0,9744.0,11.944,0.027,,,10.54,0.0,0.0,0.0,0.0,0.0,0.83,,666.0,3.0,4.89,1.597,2.073,104.4,,,,0.053,0.163,6.747,1.167,0.55,,237.0,0.0,237.0,237.0,,,0.0,,,,,,,0.0,,,,39025.0,9805.0,50.0,0.0,0.0,0.0,285.0,723.0,842.0,1315.0,532.0,435.0,268.0,942.0,435.0,1002.0,1753.0,492.0,865.0,1848.0,4273.0,1123.0,878.0,857.0,,,,,16.0,1 tbsp,28.4,1 oz,,,,,,,,,,,,,,,32.415
170158,Dry Roasted Almonds,Nuts and Seeds,598.0,52.54,20.96,21.01,4.86,10.9,0.0,4.092,268.0,3.73,713.0,279.0,1.0,0.0,0.0,0.0,0.0,23.9,,10.11,2.41,6.0,12945.0,1.831,0.007,,,4.75,0.01,0.01,0.0,0.09,0.0,0.73,,471.0,3.0,3.31,1.099,2.232,2.0,,,,0.077,1.197,3.637,0.321,0.136,,55.0,0.0,55.0,55.0,52.1,,0.0,1.0,0.0,0.0,1.0,,,0.0,0.0,,,33076.0,12955.0,6.0,0.0,0.0,0.0,209.0,595.0,745.0,1461.0,563.0,155.0,214.0,1122.0,446.0,848.0,2444.0,534.0,991.0,2616.0,6153.0,1417.0,961.0,904.0,40.0,0.0,0.0,0.0,138.0,1 cup whole kernels,28.4,1 oz (22 whole kernels),,,,,,,,,,,,,,,33.445
170159,Nuts Almonds Oil Roasted Without Salt Added,Nuts and Seeds,607.0,55.17,21.23,17.68,4.55,10.5,0.0,4.208,291.0,3.68,699.0,274.0,1.0,0.0,0.0,0.0,0.0,25.97,,7.18,2.8,0.0,13519.0,1.907,,,,4.38,0.04,0.0,0.0,0.14,,0.56,,466.0,1.0,3.07,0.955,2.46,4.1,,,,0.092,0.781,3.665,0.229,0.118,,27.0,0.0,27.0,27.0,52.1,,0.0,1.0,0.0,0.0,1.0,,,0.0,0.0,,,34793.0,13519.0,,0.0,0.0,0.0,192.0,677.0,691.0,1467.0,600.0,188.0,282.0,1146.0,529.0,798.0,2463.0,592.0,999.0,2729.0,5165.0,1466.0,967.0,1004.0,,0.0,0.0,0.0,157.0,1 cup whole kernels,28.4,1 oz (22 whole kernels),,,,,,,,,,,,,,,32.949
170162,Cashews (Raw),Nuts and Seeds,553.0,43.85,18.22,30.19,5.91,3.3,0.0,7.783,37.0,6.68,660.0,292.0,0.0,0.0,0.5,0.0,0.0,0.9,,26.89,5.2,62.0,7782.0,8.782,,,,5.81,0.05,0.05,0.0,0.0,0.0,23.49,,593.0,12.0,5.78,2.195,1.655,19.9,,,,0.423,0.058,1.062,0.864,0.417,,25.0,0.0,25.0,25.0,,,0.0,0.0,0.0,0.0,22.0,,,0.0,34.1,,,23797.0,7845.0,,0.0,0.0,0.0,287.0,688.0,789.0,1472.0,928.0,362.0,393.0,951.0,508.0,1094.0,2123.0,456.0,837.0,1795.0,4506.0,937.0,812.0,1079.0,,,,,28.4,1 oz,,,,,,,,,,,,,,,,,36.166
170163,Cashew Butter,Nuts and Seeds,587.0,49.41,17.56,27.57,,2.0,0.0,9.763,43.0,5.03,546.0,258.0,0.0,0.0,0.0,0.0,0.0,,,25.57,2.96,171.0,8166.0,6.648,,,,,,,,,,,,457.0,15.0,5.16,2.19,0.815,11.5,,,,0.312,0.187,1.599,1.201,0.252,,68.0,0.0,68.0,68.0,,,0.0,,,,,,,0.0,,,,29122.0,8354.0,,,,,272.0,679.0,838.0,1475.0,938.0,315.0,325.0,908.0,563.0,1193.0,1998.0,457.0,805.0,1727.0,4159.0,921.0,792.0,974.0,,0.0,,,16.0,1 tbsp,28.4,1 oz,,,,,,,,,,,,,,,34.072
170181,Nuts Mixed Nuts Dry Roasted With Peanuts Salt Added Chosen Roaster,Nuts and Seeds,608.0,53.2,18.0,24.62,3.9,7.1,,7.023,106.0,3.22,585.0,202.0,,,,,,,,17.52,1.52,2025.0,17443.0,5.03,0.033,,,3.9,0.0,0.0,0.0,0.0,0.0,,,412.0,113.0,3.76,1.14,2.61,3.7,,,,0.18,,3.74,0.54,,,60.0,,60.0,,,,,,,,,,,,4.3,0.0,0.0,27596.0,19479.0,2017.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,132.0,1 cup,,,,,,,,,,,,,,,,,32.895
170184,Pistachio Nuts,Nuts and Seeds,560.0,45.32,20.16,27.17,7.66,10.6,0.0,5.907,105.0,3.92,1025.0,121.0,516.0,26.0,5.6,0.0,0.0,2.86,,16.57,4.37,289.0,14091.0,1.834,0.0,,,6.87,0.32,0.24,0.0,0.17,,1.67,,490.0,1.0,2.2,1.3,1.2,7.0,3.4,,,0.87,0.16,1.3,0.52,1.7,,51.0,0.0,51.0,51.0,,,0.0,305.0,10.0,,2903.0,,,0.0,,,,23257.0,14380.0,,0.0,0.0,0.0,251.0,684.0,917.0,1604.0,1138.0,360.0,292.0,1092.0,509.0,1249.0,2134.0,512.0,973.0,1884.0,4300.0,1009.0,938.0,1283.0,,0.0,0.0,0.0,123.0,1 cup,28.4,1 oz (49 kernels),0.7,1 kernel,,,,,,,,,,,,,35.714
170185,Dry Roasted Pistachio Nuts,Nuts and Seeds,572.0,45.82,21.05,28.28,7.74,10.3,0.0,5.645,107.0,4.03,1007.0,109.0,266.0,13.0,3.0,0.0,0.0,2.17,,17.98,1.85,212.0,13125.0,2.162,0.0,,,7.09,0.25,0.22,0.0,0.13,0.05,1.38,,469.0,6.0,2.34,1.293,1.243,10.0,,,,0.695,0.234,1.373,0.513,1.122,,51.0,0.0,51.0,51.0,71.4,0.8,0.0,159.0,0.0,0.0,1160.0,,,0.0,13.2,0.0,,24534.0,13346.0,212.0,0.0,0.0,0.0,262.0,714.0,957.0,1675.0,1189.0,375.0,305.0,1140.0,531.0,1305.0,2228.0,535.0,1016.0,1968.0,4490.0,1054.0,980.0,1340.0,96.0,0.0,0.0,0.0,123.0,1 cup,28.4,1 oz (49 kernels),0.7,1 kernel,,,,,,,,,,,,,34.965
170186,Black Walnuts (Dried),Nuts and Seeds,619.0,59.33,24.06,9.58,1.1,6.8,0.0,3.483,61.0,3.12,523.0,201.0,40.0,2.0,1.7,0.0,0.0,2.08,,2.78,4.56,2677.0,33760.0,13.656,,,,1.0,0.05,0.05,0.0,0.0,,0.24,,513.0,2.0,3.37,1.36,3.896,17.0,,,,0.057,0.13,0.47,1.66,0.583,,31.0,0.0,31.0,31.0,32.1,0.5,0.0,24.0,0.0,0.0,9.0,,,0.0,2.7,,,15442.0,36437.0,2677.0,0.0,0.0,0.0,318.0,721.0,966.0,1684.0,713.0,467.0,462.0,1094.0,740.0,1271.0,3618.0,672.0,1048.0,2433.0,5152.0,1189.0,926.0,1225.0,,0.0,0.0,0.0,125.0,"1 cup, chopped",7.8,1 tbsp,28.4,1 oz,,,,,,,,,,,,,32.31
170187,Walnuts,Nuts and Seeds,654.0,65.21,15.23,13.71,2.61,6.7,0.0,6.126,98.0,2.91,441.0,158.0,20.0,1.0,1.3,0.0,0.0,0.7,,7.01,4.07,9080.0,38093.0,5.53,,,,2.43,0.08,0.09,0.0,0.0,,0.06,,346.0,2.0,3.09,1.586,3.414,4.9,,,,0.341,0.15,1.125,0.57,0.537,,98.0,0.0,98.0,98.0,39.2,0.3,0.0,12.0,0.0,0.0,9.0,,,0.0,2.7,0.0,,8933.0,47174.0,,0.0,0.0,0.0,170.0,596.0,625.0,1170.0,424.0,236.0,208.0,711.0,406.0,753.0,2278.0,391.0,696.0,1829.0,2816.0,816.0,706.0,934.0,,0.0,0.0,0.0,117.0,"1 cup, chopped",80.0,"1 cup, ground",28.0,"1 cup, in shell, edible yield (7 nuts)",100.0,1 cup shelled (50 halves),120.0,1 cup pieces or chips,28.4,1 oz (14 halves),,,,,,,30.581
170188,Roasted Squash And Pumpkin Seeds (With Shells),Nuts and Seeds,446.0,19.4,18.55,53.75,,18.4,0.0,3.67,55.0,3.31,919.0,262.0,62.0,3.0,0.3,0.0,0.0,,,35.35,4.5,77.0,8759.0,-14.503,,,,,,,,,,,,92.0,18.0,10.3,0.69,0.496,,,,,0.034,0.052,0.286,0.056,0.037,,9.0,0.0,9.0,9.0,,,0.0,,,,,,,0.0,,,,6032.0,8844.0,,,,,326.0,683.0,956.0,1572.0,1386.0,417.0,228.0,924.0,770.0,1491.0,3049.0,515.0,875.0,1873.0,3262.0,1358.0,756.0,868.0,,,,,64.0,1 cup,28.4,1 oz (85 seeds),,,,,,,,,,,,,,,44.843
170189,Sesame Butter (Tahini),Nuts and Seeds,595.0,53.76,17.0,21.19,0.49,9.3,0.0,7.529,426.0,8.95,414.0,95.0,67.0,3.0,0.0,0.0,0.0,0.25,,11.89,3.05,407.0,23133.0,18.642,,,,,,,,,,,,732.0,115.0,4.62,1.61,1.456,34.4,,,,1.22,0.473,5.45,0.693,0.149,,98.0,0.0,98.0,98.0,25.8,,0.0,40.0,0.0,0.0,0.0,,,0.0,0.0,,,20302.0,23564.0,,0.0,0.0,0.0,372.0,706.0,731.0,1302.0,545.0,561.0,343.0,901.0,712.0,950.0,2521.0,500.0,889.0,1578.0,3792.0,1165.0,776.0,927.0,,0.0,0.0,0.0,15.0,1 tbsp,28.4,1 oz,,,,,,,,,,,,,,,33.613
170191,Seeds Sesame Butter Paste,Nuts and Seeds,586.0,50.87,18.08,24.05,,5.5,0.0,7.124,960.0,19.2,582.0,362.0,50.0,3.0,0.0,0.0,0.0,,,18.55,1.6,385.0,21888.0,-1.039,,,,,,,,,,,,659.0,12.0,7.29,4.214,2.54,35.5,,,,0.24,0.2,6.7,0.052,0.816,,100.0,0.0,100.0,100.0,,,0.0,,,,,,,0.0,,,,19209.0,22296.0,,0.0,0.0,0.0,396.0,751.0,778.0,1385.0,580.0,597.0,365.0,959.0,757.0,1010.0,2682.0,532.0,945.0,1679.0,4033.0,1239.0,826.0,986.0,,0.0,,,16.0,1 tbsp,,,,,,,,,,,,,,,,,34.13
170192,Seeds Sesame Flour High-Fat,Nuts and Seeds,526.0,37.1,30.78,26.62,,,0.0,5.196,159.0,15.17,423.0,361.0,69.0,3.0,0.0,0.0,0.0,,,26.62,0.9,281.0,15964.0,24.455,,,,,,,,,,,,807.0,41.0,10.67,1.52,1.489,,,,,2.684,0.286,13.369,2.928,0.152,,31.0,0.0,31.0,31.0,,,0.0,,,,,,,0.0,,,,14010.0,16261.0,,,,,674.0,1278.0,1324.0,2358.0,987.0,1016.0,621.0,1632.0,1289.0,1719.0,4565.0,906.0,1609.0,2858.0,6865.0,2108.0,1406.0,1679.0,,,,,28.4,1 oz,,,,,,,,,,,,,,,,,38.023
170195,Beef Variety Meats And By-Products Thymus Cooked Braised,Meats,319.0,24.98,21.85,0.0,,0.0,294.0,8.61,10.0,1.49,433.0,10.0,0.0,0.0,30.2,1.51,,,,0.0,52.83,170.0,2720.0,14.645,,,,,,,,,,,,364.0,116.0,2.2,0.043,0.099,21.6,,,,0.084,0.225,1.84,1.972,0.08,,1.0,0.0,1.0,1.0,,,0.0,,,,,,,,,,,8640.0,4660.0,,0.0,0.0,0.0,168.0,790.0,745.0,1458.0,1818.0,304.0,280.0,626.0,454.0,947.0,1440.0,385.0,1119.0,2098.0,1832.0,1332.0,1119.0,874.0,,,,,85.0,3 oz,381.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",,,,,,,,,,,,,,,62.696
170198,Beef Cured Breakfast Strips Cooked,Meats,449.0,34.4,31.3,1.4,0.0,0.0,119.0,14.35,9.0,3.14,412.0,27.0,0.0,0.0,0.0,3.45,0.2,0.29,,1.4,26.2,330.0,1250.0,14.549,,,,,,,,,,,,236.0,2253.0,6.37,0.116,0.017,26.8,,,,0.09,0.26,6.47,0.343,0.31,,8.0,0.0,8.0,8.0,119.2,15.7,0.0,0.0,0.0,0.0,0.0,,0.2,7.0,2.8,,,16850.0,1580.0,,0.0,0.0,0.0,285.0,1182.0,1352.0,2299.0,2399.0,726.0,401.0,1127.0,1022.0,1377.0,1933.0,997.0,2254.0,3065.0,5098.0,2614.0,2254.0,1262.0,,0.0,0.0,0.0,34.0,3 slices,170.0,"1 package, cooked (yield from 12 oz raw product)",,,,,,,,,,,,,,,44.543
170211,Beef Brisket Point Half Separable Lean And Fat Trimmed To 0 Inch Fat All Grades Cooked Braised,Meats,358.0,28.5,23.53,0.0,0.0,0.0,92.0,11.24,8.0,2.34,233.0,18.0,0.0,0.0,0.0,2.33,,,,0.0,46.05,290.0,640.0,12.955,,,,,,,,,,,,187.0,68.0,5.83,0.097,0.014,21.9,,,,0.06,0.19,3.04,0.29,0.24,,7.0,0.0,7.0,7.0,89.6,11.8,,0.0,0.0,0.0,0.0,,,,,,,12700.0,960.0,,,,,263.0,1028.0,1058.0,1859.0,1957.0,602.0,263.0,918.0,790.0,1144.0,1487.0,806.0,1419.0,2149.0,3535.0,1284.0,1039.0,900.0,,0.0,0.0,0.0,85.0,3 oz,314.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",,,,,,,,,,,,,,,55.866
170220,Beef Rib Small End (Ribs 10-12) Separable Lean And Fat Trimmed To 0 Inch Fat Choice Cooked Broiled,Meats,312.0,22.84,24.73,0.0,,0.0,83.0,9.24,13.0,2.28,342.0,23.0,0.0,0.0,0.0,3.0,,,,0.0,51.08,210.0,540.0,10.899,,,,,,,,,,,,183.0,64.0,5.93,0.09,0.014,21.0,,,,0.09,0.19,4.18,0.3,0.35,,7.0,0.0,7.0,7.0,,,0.0,,,,,,,,,,,9780.0,780.0,,,,,277.0,1080.0,1112.0,1955.0,2058.0,633.0,277.0,966.0,831.0,1203.0,1563.0,847.0,1492.0,2260.0,3716.0,1349.0,1092.0,946.0,,,,,85.0,3 oz,272.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",,,,,,,,,,,,,,,64.103
170294,Cheeseburger; Single Large Patty; Plain,Fast Foods,310.0,15.97,17.29,24.07,4.67,1.7,51.0,6.873,114.0,2.57,210.0,24.0,275.0,58.0,0.0,1.0,0.1,0.52,,22.37,40.67,138.0,1407.0,7.959,0.626,,,0.0,1.65,1.76,0.76,0.5,0.0,18.25,,163.0,481.0,2.79,0.097,0.259,19.6,,,,0.26,0.353,4.597,0.575,0.224,,62.0,30.0,31.0,83.0,31.3,,53.0,58.0,0.0,0.0,30.0,,,2.0,4.6,,,5769.0,1502.0,117.0,6.0,13.0,1.0,159.0,585.0,773.0,1348.0,981.0,386.0,,763.0,486.0,882.0,922.0,486.0,892.0,1328.0,3796.0,912.0,1824.0,724.0,270.0,0.0,0.0,0.0,182.0,1 sandwich,,,,,,,,,,,,,,,,,64.516
170360,Fast Foods Fried Chicken Wing Meat And Skin And Breading,Fast Foods,310.0,20.09,21.14,11.19,0.0,0.1,114.0,5.358,67.0,1.04,262.0,24.0,53.0,16.0,0.0,0.46,0.1,0.74,,11.09,44.57,16.0,2819.0,11.468,0.312,,,0.0,0.0,0.0,0.0,0.0,0.0,10.28,,220.0,867.0,1.33,0.079,0.172,28.4,,,,0.092,0.243,6.452,0.98,0.194,,25.0,17.0,8.0,37.0,82.2,6.7,16.0,0.0,0.0,0.0,0.0,,,5.0,0.0,,,9753.0,3354.0,,3.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,58.0,"1 wing, with skin",37.0,"1 wing, without skin",20.0,"1 wing, bone and skin removed",,,,,,,,,,,,,64.516
170554,Chia Seeds,Nuts and Seeds,486.0,30.74,16.54,42.12,,34.4,0.0,3.33,631.0,7.72,407.0,335.0,54.0,,1.6,0.0,,0.5,,7.72,5.8,17830.0,5835.0,14.323,0.14,,,,,,,,,,,860.0,16.0,4.58,0.924,2.723,55.2,,,,0.62,0.17,8.83,,,,49.0,,49.0,,,,,,,,,,,,,,,2309.0,23665.0,17830.0,,,,436.0,709.0,801.0,1371.0,970.0,588.0,407.0,1016.0,563.0,950.0,2143.0,531.0,1044.0,1689.0,3500.0,943.0,776.0,1049.0,,,,,28.4,1 oz,,,,,,,,,,,,,,,,,41.152
170556,Dried Pumpkin And Squash Seeds,Nuts and Seeds,559.0,49.05,30.23,10.71,1.4,6.0,0.0,8.659,46.0,8.82,809.0,592.0,16.0,1.0,1.9,0.0,0.0,2.18,,4.71,5.23,120.0,20724.0,27.196,0.064,,,1.13,0.13,0.15,0.0,0.0,0.0,1.47,,1233.0,7.0,7.81,1.343,4.543,9.4,,,,0.273,0.153,4.987,0.75,0.143,,58.0,0.0,58.0,58.0,63.0,,0.0,9.0,1.0,0.0,74.0,,,0.0,7.3,0.0,0.0,16242.0,20976.0,120.0,0.0,0.0,0.0,576.0,998.0,1281.0,2419.0,1236.0,603.0,332.0,1733.0,1093.0,1579.0,5353.0,780.0,1485.0,2960.0,6188.0,1843.0,1316.0,1673.0,,0.0,0.0,0.0,129.0,1 cup,28.4,1 oz,,,,,,,,,,,,,,,35.778
170557,Roasted Squash And Pumpkin Seeds (Unsalted),Nuts and Seeds,574.0,49.05,29.84,14.71,1.29,6.5,0.0,8.544,52.0,8.07,788.0,550.0,8.0,0.0,1.8,0.0,0.0,0.56,,8.21,2.03,111.0,19612.0,26.292,0.042,,,1.14,0.07,0.07,0.0,0.0,0.0,0.74,,1174.0,18.0,7.64,1.275,4.49,9.4,,,,0.07,0.15,4.43,0.57,0.1,,57.0,0.0,57.0,57.0,63.0,1.5,0.0,5.0,1.0,0.0,30.0,,,0.0,4.5,0.0,0.0,15734.0,19856.0,111.0,0.0,0.0,0.0,569.0,985.0,1265.0,2388.0,1220.0,595.0,327.0,1711.0,1079.0,1559.0,5284.0,770.0,1466.0,2922.0,6108.0,1819.0,1299.0,1652.0,,0.0,0.0,0.0,118.0,1 cup,28.4,1 oz,,,,,,,,,,,,,,,34.843
